tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
@mention does the #iphone at the price point of $49.99 make that even more of an explosion? How do carriers work on plans?  #SXSW #bolinsxsw,Uncategorised,Not Positive,Apple,"['#iphone', '#SXSW', '#bolinsxsw']",25,"['price', 'point', '4999', 'make', 'even', 'more', 'explosion', 'carrier', 'work', 'plan']",No emotion toward brand or product,10
@mention Doh! I can share a pic of the update on my iPad since I'm not at #SXSW - if you'll mail me a shirt. ;),Uncategorised,Not Positive,Apple,['#SXSW'],26,"['doh', 'can', 'share', 'pic', 'update', 'ipad', 'since', 'im', 'not', 'mail', 'shirt']",No emotion toward brand or product,11
@mention Doing better now. Boys in bed &amp; I am downloading some realty tv to iPad for trip to #sxsw on Thurs. Thanks! :),Uncategorised,Not Positive,Apple,['#sxsw'],24,"['better', 'now', 'boy', 'bed', 'amp', 'downloading', 'realty', 'tv', 'ipad', 'trip', 'thurs', 'thanks']",No emotion toward brand or product,12
"Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",iPhone,Not Positive,Apple,['#sxsw'],24,"['fest', 'tipdont', 'iphone', 'doucheput', 'away', 'phone', 'talk', 'fellow', 'festgoers', 'line', 'etcall', 'good', 'people', 'love', 'film']",Negative emotion,15
Z7: Lead Don't Follow {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,Uncategorised,Not Positive,Uncategorized,"['#infektd', '#sxsw', '#zlf']",12,"['z7', 'lead', 'dont', 'follow', 'code', 'valid', '40075959p', '031111']",No emotion toward brand or product,8
@mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,Uncategorised,Not Positive,Google,"['#SXSW', '#SMX']",22,"['dont', 'miss', 'qampa', 'google', 'amp', 'bings', 'ranking', 'sessi', 'mon', '1230pmpart', '1', 'wa']",No emotion toward brand or product,12
"Just got down at the Android Party for #sxsw #AndroidSXSW here's the painting, time to blahzay! {link}",Uncategorised,Not Positive,Google,"['#sxsw', '#AndroidSXSW']",17,"['got', 'android', 'party', 'here', 'painting', 'time', 'blahzay']",No emotion toward brand or product,7
The countdown to #SXSW has begun! @mention will be thereÛ_ Pick up &quot;Fried Speakers&quot; on iTunes {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],17,"['countdown', 'ha', 'begun', 'there\x89û', 'pick', 'quotfried', 'speakersquot', 'itunes']",No emotion toward brand or product,8
"@mention Download the @mention for iPhone to reserve your space to #meet, #mingle or #escape during #sxsw! Go to:sxsw.myturnstone.com",Uncategorised,Not Positive,Apple,"['#meet', '#mingle', '#escape', '#sxsw']",19,"['download', 'iphone', 'reserve', 'space', 'go', 'tosxsw']",No emotion toward brand or product,6
"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy {link}",Google,Positive,Google,['#sxsw'],19,"['having', 'drink', 'called', 'alan', 'turing', 'making', 'lego', 'robot', 'oh', 'google', 'speakeasy']",Positive emotion,11
Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,Apple,Positive,Apple,"['#empowered', '#SXSW']",9,"['apple', 'is', 'driving', 'quotconsumerizationquot', 'it']",Positive emotion,5
Native Android and iOS dev in newest version of @mention Flash #sxswadobemobile #sxsw,Uncategorised,Not Positive,Google,"['#sxswadobemobile', '#sxsw']",13,"['native', 'android', 'io', 'dev', 'newest', 'version', 'flash']",No emotion toward brand or product,7
at the Android party and kinda embarrassed by my iPhone #SXSW,iPhone,Not Positive,Apple,['#SXSW'],11,"['android', 'party', 'kinda', 'embarrassed', 'iphone']",Negative emotion,5
Our friends at @mention finally &quot;put out&quot; for Android. Get their app &amp; get your disc on during #sxsw ^KH,Uncategorised,Positive,Google,['#sxsw'],20,"['friend', 'finally', 'quotput', 'outquot', 'android', 'get', 'app', 'amp', 'get', 'disc', 'kh']",Positive emotion,11
"For friends at #SXSWi - New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Uncategorised,Not Positive,Contains Both,"['#SXSWi', '#SXSW']",20,"['friend', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'amp', 'android']",No emotion toward brand or product,11
Picplz Adds Photo Collections And Borders {link} #Android #Apple #iPhone #iTunes #SXSW,Uncategorised,Not Positive,Contains Both,"['#Android', '#Apple', '#iPhone', '#iTunes', '#SXSW']",12,"['picplz', 'add', 'photo', 'collection', 'border']",No emotion toward brand or product,5
"Apple heads to #SXSW, sets up temporary store in Austin {link}",Uncategorised,Not Positive,Apple,['#SXSW'],11,"['apple', 'head', 'set', 'temporary', 'store', 'austin']",No emotion toward brand or product,6
"Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw",Uncategorised,Not Positive,Apple,"['#Austin', '#news', '#sxsw']",13,"['apple', 'head', 'sxsw', 'set', 'temporary', 'store']",No emotion toward brand or product,6
"Apple heads to SXSW, sets up temporary store in Austin {link} #Apple #iPad2 #RanceWilemon #SXSW #WhetherApple",Uncategorised,Not Positive,Apple,"['#Apple', '#iPad2', '#RanceWilemon', '#SXSW', '#WhetherApple']",16,"['apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin']",No emotion toward brand or product,7
That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,Uncategorised,Positive,Google,['#SXSW'],9,"['soundsfantastic', 'rt', 'google', 'partyawesome']",Positive emotion,4
One lone dude awaits iPad 2 at AppleÛªs #SXSW store: Apple likely expected a bigger crowd forming at its South by ... {link},Uncategorised,Not Positive,Apple,['#SXSW'],23,"['one', 'lone', 'dude', 'awaits', 'ipad', '2', 'apple\x89ûªs', 'store', 'apple', 'likely', 'expected', 'bigger', 'crowd', 'forming', 'south']",No emotion toward brand or product,15
One lone dude awaits iPad 2 at AppleÛªs #SXSW store: Apple likely expected a bigger crowdÛ_ {link},Uncategorised,Not Positive,Apple,['#SXSW'],17,"['one', 'lone', 'dude', 'awaits', 'ipad', '2', 'apple\x89ûªs', 'store', 'apple', 'likely', 'expected', 'bigger', 'crowd\x89û']",No emotion toward brand or product,13
One lone dude awaits iPad 2 at AppleÛªs SXSW store {link} #Apple #iPad2 #SXSW #tablets,Uncategorised,Not Positive,Apple,"['#Apple', '#iPad2', '#SXSW', '#tablets']",15,"['one', 'lone', 'dude', 'awaits', 'ipad', '2', 'apple\x89ûªs', 'sxsw', 'store']",No emotion toward brand or product,9
"@mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",Uncategorised,Not Positive,Apple,['#SXSW'],12,"['dude', 'there', 'earthquake', 'tsunami', 'ipad', '2', 'get', 'it']",No emotion toward brand or product,8
This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,Positive,Apple,['#sxsw'],12,"['schedule', 'is', 'heavier', 'laptop', 'wheres', 'ipad', 'already']",Positive emotion,7
"#sxsw hardware. iPad #rickshaw bag, #lunatik, #incase iPhone4 battery pak, flip, Nike+, Bose buds, sprint mifi, Û_ {link}",Uncategorised,Not Positive,Apple,"['#sxsw', '#rickshaw', '#lunatik', '#incase']",18,"['hardware', 'ipad', 'bag', 'iphone4', 'battery', 'pak', 'flip', 'nike', 'bose', 'bud', 'sprint', 'mifi', '\x89û']",No emotion toward brand or product,13
"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",Google,Positive,Google,"['#TheIndustryParty', '#Google', '#GSDM', '#SWSurrogates', '#sxsw', '#notpouting']",20,"['kinda', 'giddy', 'amp', 'more', 'finally', 'fun', 'come', 'u', 'non']",Positive emotion,9
Google body beta uber  #SXSW #health2dev #cool,Other Google product or service,Positive,Google,"['#SXSW', '#health2dev', '#cool']",7,"['google', 'body', 'beta', 'uber']",Positive emotion,4
"We're ready for you @mention ! This is where the magic happens- @mention us, use the #zazzlesxsw hashtag and create your own iPhone case! #sxsw",Uncategorised,Not Positive,Apple,"['#zazzlesxsw', '#sxsw']",25,"['were', 'ready', 'is', 'magic', 'happens', 'u', 'use', 'hashtag', 'create', 'iphone', 'case']",No emotion toward brand or product,11
"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",iPad or iPhone App,Not Positive,Apple,['#SXSW'],23,"['can', 'anybody', 'get', 'mobile', 'apps', 'work', 'ive', 'downloaded', 'android', 'iphone', 'blackberry', 'get', 'stuck', 'downloading', 'startup']",Negative emotion,15
i'm already jealous // @mention Apple does a popup store just for #sxsw {link} #gonnagetanipad2,Apple,Positive,Apple,"['#sxsw', '#gonnagetanipad2']",15,"['im', 'already', 'jealous', 'apple', 'popup', 'store']",Positive emotion,6
Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,iPhone,Positive,Apple,"['#sxsw', '#numbassonfloor']",17,"['can', 'already', 'tell', 'should', 'have', 'brought', 'as', 'pillow', 'iphone', 'backup', 'charger']",Positive emotion,11
Can anybody tell me if Apple store at #SXSW has White 16GB iPad Verizon in stock?  They were out on Saturday.,Uncategorised,Not Positive,Apple,['#SXSW'],21,"['can', 'anybody', 'tell', 'apple', 'store', 'ha', 'white', '16gb', 'ipad', 'verizon', 'stock', 'were', 'saturday']",No emotion toward brand or product,13
Google Body. @mention shares how patients &amp; physicians can wow each other by sharing data &amp; interactive anatomy #sxswh #hcinno #sxsw #sxswi,Uncategorised,Not Positive,Google,"['#sxswh', '#hcinno', '#sxsw', '#sxswi']",22,"['google', 'body', 'share', 'patient', 'amp', 'physician', 'can', 'wow', 'sharing', 'data', 'amp', 'interactive', 'anatomy']",No emotion toward brand or product,13
Taking the  #iPad 2 plunge at the  #SXSW pop-up store on Congress. #keepingupwithDKM,Uncategorised,Not Positive,Apple,"['#iPad', '#SXSW', '#keepingupwithDKM']",13,"['taking', '2', 'plunge', 'popup', 'store', 'congress']",No emotion toward brand or product,6
#sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,Uncategorised,Not Positive,Google,['#sxsw'],16,"['waze', 'is', 'duking', 'it', 'google', 'personalized', 'mapping', 'experience', 'friendly', 'quotpanel', 'crashingquot']",No emotion toward brand or product,11
Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},Android App,Positive,Google,"['#SXSW', '#eventseekr']",17,"['find', 'is', 'playing', 'app', 'android', 'got', 'u']",Positive emotion,7
Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch,Google,Positive,Google,"['#SXSW', '#BetterSearch']",19,"['see', 'quotleft', 'brain', 'search', 'google', 'right', 'brain', 'search', 'xquot', 'panel']",Positive emotion,10
Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,iPad,Not Positive,Apple,['#sxsw'],21,"['srsly', 'love', 'promo', 'srsly', 'hate', 'it', 'excludes', 'esp', 'since', 'ipad', 'insists', 'im', 'disney']",Negative emotion,13
"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",Google,Positive,Google,['#sxsw'],24,"['google', 'aclu', 'party', 'tonight', 'is', 'best', 'thing', 'ever', 'apparently', 'spazmatics', 'are', 'franchised', 'band', 'rock']",Positive emotion,14
Really the &quot;google me&quot; is now going to be called &quot;Circle&quot; hmm we will see later today at #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],19,"['really', 'quotgoogle', 'mequot', 'is', 'now', 'going', 'called', 'quotcirclequot', 'hmm', 'see', 'later', 'today']",No emotion toward brand or product,12
What's the #Buzz: #Billings entrepreneurs win tech award at #SXSW for @mention {link} via @mention #technology,Uncategorised,Not Positive,Uncategorized,"['#Buzz', '#Billings', '#SXSW', '#technology']",16,"['whats', 'entrepreneur', 'win', 'tech', 'award', 'via']",No emotion toward brand or product,6
"New Google #Circles Would Have More Nuanced Sharing, But#Google Says No Launch Imminent {link} -- later today at #SXSW ?",Uncategorised,Not Positive,Google,"['#Circles', '#Google', '#SXSW']",20,"['new', 'google', 'would', 'have', 'more', 'nuanced', 'sharing', 'say', 'no', 'launch', 'imminent', 'later', 'today']",No emotion toward brand or product,13
"Only white #ipad2 64gig wifi available at #Austin #SXSW #Apple popup store right now, but no wait!",Uncategorised,Positive,Apple,"['#ipad2', '#Austin', '#SXSW', '#Apple']",17,"['white', '64gig', 'wifi', 'available', 'popup', 'store', 'right', 'now', 'no', 'wait']",Positive emotion,10
"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",iPad,Positive,Apple,"['#dgtltribe', '#sxsw', '#openbeta6']",15,"['ipad', 'giveaway', 'fantastic', 'now', 'are', 'going', 'squeeze']",Positive emotion,7
"To service #SxSW attendees, #Apple opens popup #iPad store in Austin at Scarbrough Building on Congress Avenue",Uncategorised,Not Positive,Apple,"['#SxSW', '#Apple', '#iPad']",17,"['service', 'attendee', 'open', 'popup', 'store', 'austin', 'scarbrough', 'building', 'congress', 'avenue']",No emotion toward brand or product,10
Loving the 80s music at aclu google party!!! #sxsw,Google,Positive,Google,['#sxsw'],9,"['loving', '80', 'music', 'aclu', 'google', 'party']",Positive emotion,6
sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,Apple,Positive,Apple,"['#nerd', '#sxsw']",21,"['sure', 'total', 'scene', 'rt', 'spoke', 'austin', 'apple', 'store', 'are', 'cautiously', 'optimistic']",Positive emotion,11
Or all the above? RT @mention setting up temp store at #SXSW 2 sell #iPad2- Crazy?Brilliant?Convenient? {link} #SXSWi,Uncategorised,Not Positive,Apple,"['#SXSW', '#iPad2', '#SXSWi']",18,"['above', 'rt', 'setting', 'temp', 'store', '2', 'sell', 'crazybrilliantconvenient']",No emotion toward brand or product,8
"One minute ago, the guy I spoke outside Apple's pop-up Austin store would have got his hands on an iPad 2. He waited since 6.30am... #sxsw",Uncategorised,Not Positive,Apple,['#sxsw'],26,"['one', 'minute', 'ago', 'guy', 'spoke', 'outside', 'apple', 'popup', 'austin', 'store', 'would', 'have', 'got', 'hand', 'ipad', '2', 'waited', 'since', '630am']",No emotion toward brand or product,19
"Add google alerts to your project, and amazing things happen...#sxsw",Other Google product or service,Positive,Google,['#sxsw'],10,"['add', 'google', 'alert', 'project', 'amazing', 'thing', 'happen']",Positive emotion,7
"HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",Uncategorised,Not Positive,Apple,['#SXSW'],26,"['hbd', 'donated', 'dime', 'rt', 'everyone', 'coming', 'friendly', 'reminder', 'ipad', '2', 'friday', 'amp', 'birthday', 'is', 'saturday']",No emotion toward brand or product,15
Looks like all the apps for #SXSW are for the #iPhone. What about the #blackberry? The blackberry??? {link} (rt @mention,iPhone,Positive,Apple,"['#SXSW', '#iPhone', '#blackberry']",20,"['look', 'like', 'apps', 'are', 'blackberry', 'rt']",Positive emotion,6
Even I use an iPhone now. RT @mention From evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,iPhone,Positive,Apple,"['#SxSW', '#sxswsa']",25,"['even', 'use', 'iphone', 'now', 'rt', 'evidence', 'might', 'well', 'call', 'country', 'united', 'state', 'apple']",Positive emotion,13
Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw,Uncategorised,Not Positive,Google,"['#Android', '#sxsw']",19,"['test', 'drive', 'xperia', 'play', 'detail', 'least']",No emotion toward brand or product,6
"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",Google,Positive,Google,"['#SXSW', '#HISXSW']",21,"['google', 'analytics', 'dfp', 'expert', 'would', 'love', 'insight', 'managing', 'dfp', 'campaign', 'ad', 'managementmeasurement', 'dm']",Positive emotion,13
#SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],20,"['free', 'app', 'festival', 'explorer', 'help', 'find', 'band', 'want', 'see', 'based', 'music', 'taste']",No emotion toward brand or product,12
